merchant,description,amount,timestamp,label
Walmart,Walmart - Grocery store Store #890,4964.01,2025-03-20T04:28:24.536751,Groceries
BigBasket,BigBasket PAYMENT,2438.93,2025-10-14T10:42:02.536751,Groceries
BigBasket,BigBasket - Grocery order Store #5158,2781.3,2025-09-30T23:55:36.536751,Groceries
Dominos,Dominos online order 170,3414.51,2025-05-13T02:38:11.536751,Food
Flipkart,Flipkart Online shopping,4104.7,2025-06-12T19:29:37.536751,Shopping
Uber,Uber POS 664,1144.81,2025-03-19T00:32:16.536751,Travel
Netflix,Netflix PAYMENT,2027.2,2025-03-22T01:50:18.536751,Entertainment
Paytm Mall,Paytm Mall Online shopping,4622.58,2025-08-15T10:24:16.536751,Shopping
BigBasket,BigBasket - Grocery order Store #7263,41.3,2025-10-18T00:24:11.536751,Groceries
Swiggy,Swiggy - Food delivery Store #9903,4617.88,2025-10-27T15:49:35.536751,Food
Netflix,Netflix.com purchase,1962.76,2025-11-20T03:47:19.536751,Entertainment
HP Petrol,HP Petrol Fuel station,2134.01,2024-11-30T12:25:18.536751,Fuel
Shell,Shell.com purchase,3123.0,2025-05-07T10:15:06.536751,Fuel
Netflix,Netflix Streaming subscription,3204.21,2025-02-15T11:38:54.536751,Entertainment
Walmart,Walmart Grocery store,683.08,2025-10-16T07:34:43.536751,Groceries
Walmart,Walmart POS 677,3535.36,2025-09-05T17:57:41.536751,Groceries
Flipkart,Flipkart - Online shopping Store #8844,4470.91,2024-12-28T08:24:44.536751,Shopping
Shell,Shell POS 213,3365.48,2025-03-25T13:29:45.536751,Fuel
Shell,Shell PAYMENT,1260.01,2025-04-30T22:08:40.536751,Fuel
Zomato,Zomato.com purchase,2659.76,2025-09-08T09:24:20.536751,Food
HP Petrol,HP Petrol - Fuel station Store #5133,1554.24,2024-12-27T05:55:47.536751,Fuel
Flipkart,Flipkart POS 932,4432.41,2024-11-27T22:06:34.536751,Shopping
Swiggy,Swiggy.com purchase,1439.77,2024-12-26T14:13:20.536751,Food
Starbucks,Starbucks POS 519,2617.21,2025-10-28T13:47:28.536751,Food
Shell,Shell.com purchase,340.78,2025-06-12T08:09:52.536751,Fuel
Flipkart,Flipkart - Online shopping Store #7253,2358.01,2025-03-17T07:36:38.536751,Shopping
BigBasket,BigBasket PAYMENT,3228.6,2025-07-08T10:00:56.536751,Groceries
Uber,Uber.com purchase,1972.39,2025-10-27T12:05:17.536751,Travel
HP Petrol,HP Petrol online order 895,4996.73,2024-12-07T03:50:44.536751,Fuel
Paytm Mall,Paytm Mall PAYMENT,1764.23,2025-02-23T16:52:04.536751,Shopping
Amazon,Amazon Online shopping,1718.04,2025-05-24T15:31:00.536751,Shopping
HP Petrol,HP Petrol.com purchase,1269.98,2025-02-13T23:43:58.536751,Fuel
HP Petrol,HP Petrol Fuel station,2172.34,2025-04-23T20:56:23.536751,Fuel
Walmart,Walmart POS 962,4353.27,2025-01-15T13:32:31.536751,Groceries
Amazon,Amazon PAYMENT,4774.71,2025-01-15T10:45:09.536751,Shopping
BigBasket,BigBasket - Grocery order Store #9158,1737.93,2025-04-22T18:04:31.536751,Groceries
BigBasket,BigBasket.com purchase,1246.24,2025-02-26T15:16:14.536751,Groceries
Netflix,Netflix PAYMENT,965.35,2025-09-20T02:41:14.536751,Entertainment
Zomato,Zomato POS 724,1250.2,2025-03-13T17:25:39.536751,Food
BigBasket,BigBasket.com purchase,3509.02,2024-12-23T20:26:37.536751,Groceries
Dominos,Dominos online order 59,2278.58,2025-04-27T21:28:06.536751,Food
Starbucks,Starbucks PAYMENT,431.23,2025-02-09T07:13:50.536751,Food
Walmart,Walmart POS 209,3019.37,2025-06-20T15:49:09.536751,Groceries
BigBasket,BigBasket PAYMENT,1880.07,2025-07-21T00:14:47.536751,Groceries
Zomato,Zomato Food delivery,4364.92,2024-11-28T17:58:05.536751,Food
Uber,Uber POS 439,2623.68,2025-04-28T00:08:00.536751,Travel
Swiggy,Swiggy PAYMENT,320.85,2024-12-03T14:53:17.536751,Food
Flipkart,Flipkart PAYMENT,3870.64,2025-06-10T17:25:53.536751,Shopping
Dominos,Dominos PAYMENT,2599.48,2025-09-21T11:06:55.536751,Food
Shell,Shell - Fuel station Store #9679,1998.13,2025-05-12T12:38:53.536751,Fuel
Starbucks,Starbucks POS 398,4542.76,2024-11-26T00:32:34.536751,Food
Paytm Mall,Paytm Mall.com purchase,2470.88,2025-11-14T07:46:48.536751,Shopping
Shell,Shell Fuel station,4195.58,2025-11-12T07:38:20.536751,Fuel
Paytm Mall,Paytm Mall Online shopping,970.27,2025-09-10T08:01:04.536751,Shopping
Starbucks,Starbucks - Coffee and snacks Store #9749,4047.14,2025-11-10T14:38:47.536751,Food
Amazon,Amazon Online shopping,3606.09,2025-06-30T12:24:28.536751,Shopping
Starbucks,Starbucks - Coffee and snacks Store #3263,3980.71,2025-08-25T06:57:10.536751,Food
Dominos,Dominos - Pizza restaurant Store #7741,3426.27,2025-02-02T14:48:43.536751,Food
Zomato,Zomato.com purchase,4707.0,2025-09-13T07:29:19.536751,Food
Dominos,Dominos.com purchase,4174.37,2025-10-24T22:56:06.536751,Food
HP Petrol,HP Petrol online order 767,4270.99,2025-03-07T02:29:22.536751,Fuel
Flipkart,Flipkart.com purchase,4491.73,2025-07-11T02:31:06.536751,Shopping
Amazon,Amazon - Online shopping Store #6061,836.21,2025-10-05T18:09:35.536751,Shopping
Netflix,Netflix PAYMENT,3586.07,2025-11-12T21:56:44.536751,Entertainment
Dominos,Dominos PAYMENT,2442.36,2025-01-07T19:00:09.536751,Food
Dominos,Dominos - Pizza restaurant Store #5283,1771.76,2025-11-12T20:54:06.536751,Food
Shell,Shell - Fuel station Store #1572,3048.63,2025-02-05T03:07:04.536751,Fuel
Netflix,Netflix PAYMENT,4759.01,2025-07-17T00:11:22.536751,Entertainment
Shell,Shell Fuel station,4448.3,2024-12-19T03:27:40.536751,Fuel
BigBasket,BigBasket POS 389,3062.61,2025-10-13T14:06:35.536751,Groceries
Dominos,Dominos PAYMENT,84.31,2025-05-23T18:35:47.536751,Food
Paytm Mall,Paytm Mall online order 520,3691.57,2025-06-07T06:49:57.536751,Shopping
Uber,Uber.com purchase,82.66,2025-09-22T12:22:54.536751,Travel
Dominos,Dominos online order 516,895.93,2025-07-15T11:34:49.536751,Food
Paytm Mall,Paytm Mall - Online shopping Store #7233,2008.04,2025-08-20T07:31:09.536751,Shopping
Paytm Mall,Paytm Mall Online shopping,102.34,2025-06-07T04:49:10.536751,Shopping
Netflix,Netflix - Streaming subscription Store #3319,1783.31,2025-08-01T20:49:43.536751,Entertainment
Shell,Shell POS 158,4369.87,2025-09-13T23:14:58.536751,Fuel
HP Petrol,HP Petrol POS 155,3618.82,2025-03-30T00:15:47.536751,Fuel
HP Petrol,HP Petrol POS 995,4033.34,2025-03-27T04:22:15.536751,Fuel
HP Petrol,HP Petrol Fuel station,1967.11,2025-08-22T08:06:23.536751,Fuel
Shell,Shell.com purchase,1269.09,2025-07-11T05:40:28.536751,Fuel
BigBasket,BigBasket.com purchase,3329.47,2025-10-24T00:27:10.536751,Groceries
Flipkart,Flipkart POS 823,3378.55,2025-03-18T03:14:23.536751,Shopping
Starbucks,Starbucks - Coffee and snacks Store #7188,1327.77,2025-07-10T18:18:23.536751,Food
Swiggy,Swiggy POS 974,4959.69,2025-02-10T10:06:31.536751,Food
HP Petrol,HP Petrol Fuel station,1662.4,2025-11-15T10:25:46.536751,Fuel
Shell,Shell online order 681,3903.74,2025-08-19T05:14:44.536751,Fuel
Starbucks,Starbucks online order 138,3094.82,2025-01-15T14:25:46.536751,Food
Flipkart,Flipkart Online shopping,1552.55,2025-08-06T08:46:46.536751,Shopping
Paytm Mall,Paytm Mall PAYMENT,684.93,2025-05-18T02:21:58.536751,Shopping
Walmart,Walmart.com purchase,1470.24,2025-10-02T00:45:25.536751,Groceries
Netflix,Netflix.com purchase,1945.64,2025-02-23T22:18:56.536751,Entertainment
Flipkart,Flipkart online order 871,2046.15,2025-09-20T00:17:03.536751,Shopping
Flipkart,Flipkart - Online shopping Store #5302,3790.63,2025-06-02T04:26:02.536751,Shopping
Flipkart,Flipkart.com purchase,710.65,2025-07-01T01:53:04.536751,Shopping
Uber,Uber - Cab ride Store #1210,1740.67,2025-11-09T14:53:17.536751,Travel
HP Petrol,HP Petrol POS 989,1361.15,2025-07-15T19:36:34.536751,Fuel
Walmart,Walmart Grocery store,1709.14,2025-11-01T08:20:02.536751,Groceries
Dominos,Dominos POS 616,392.14,2025-10-17T14:15:27.536751,Food
Shell,Shell.com purchase,246.9,2025-10-21T12:03:46.536751,Fuel
Uber,Uber - Cab ride Store #1104,3111.37,2024-12-29T12:14:32.536751,Travel
Walmart,Walmart POS 983,2856.2,2025-08-28T13:36:43.536751,Groceries
Walmart,Walmart.com purchase,3106.65,2025-02-19T07:27:07.536751,Groceries
Uber,Uber PAYMENT,4003.23,2025-11-19T04:07:54.536751,Travel
Paytm Mall,Paytm Mall PAYMENT,4369.73,2025-07-29T07:31:51.536751,Shopping
Uber,Uber PAYMENT,1396.31,2024-12-18T09:45:52.536751,Travel
BigBasket,BigBasket Grocery order,4449.61,2025-10-24T12:05:20.536751,Groceries
Swiggy,Swiggy Food delivery,520.73,2025-10-29T21:09:48.536751,Food
Flipkart,Flipkart PAYMENT,3554.58,2025-10-22T23:51:14.536751,Shopping
Swiggy,Swiggy - Food delivery Store #8759,1578.87,2025-05-24T05:25:54.536751,Food
Uber,Uber POS 957,2877.24,2025-01-11T12:45:19.536751,Travel
Paytm Mall,Paytm Mall online order 834,2571.14,2025-06-16T15:34:24.536751,Shopping
Zomato,Zomato POS 979,4057.58,2025-10-17T13:10:50.536751,Food
Amazon,Amazon - Online shopping Store #9014,3742.33,2025-03-12T16:10:08.536751,Shopping
Flipkart,Flipkart online order 106,1160.49,2025-11-14T06:02:55.536751,Shopping
Flipkart,Flipkart online order 877,4403.68,2025-04-15T14:05:17.536751,Shopping
Uber,Uber.com purchase,4391.99,2024-12-11T09:39:13.536751,Travel
Starbucks,Starbucks - Coffee and snacks Store #4965,4742.83,2025-04-08T17:34:11.536751,Food
Amazon,Amazon - Online shopping Store #3000,3792.56,2025-04-14T05:39:19.536751,Shopping
Netflix,Netflix online order 879,4287.25,2025-02-09T19:34:52.536751,Entertainment
Shell,Shell Fuel station,55.61,2025-05-14T04:03:44.536751,Fuel
Uber,Uber POS 459,1409.42,2025-07-05T00:43:36.536751,Travel
Walmart,Walmart PAYMENT,771.52,2024-12-20T00:52:32.536751,Groceries
Netflix,Netflix POS 662,4107.1,2025-11-01T15:09:31.536751,Entertainment
Zomato,Zomato PAYMENT,209.55,2025-06-24T07:19:11.536751,Food
HP Petrol,HP Petrol.com purchase,2113.26,2024-12-16T12:49:18.536751,Fuel
Netflix,Netflix POS 888,1715.54,2025-11-18T19:01:31.536751,Entertainment
Uber,Uber.com purchase,3171.86,2025-08-09T06:11:49.536751,Travel
Paytm Mall,Paytm Mall POS 672,2935.35,2025-11-11T23:52:48.536751,Shopping
Dominos,Dominos POS 166,1238.19,2025-07-24T16:26:19.536751,Food
Zomato,Zomato POS 942,4410.75,2025-05-28T00:07:39.536751,Food
Netflix,Netflix Streaming subscription,577.94,2025-11-08T15:17:23.536751,Entertainment
Dominos,Dominos Pizza restaurant,346.11,2025-06-29T10:32:53.536751,Food
Zomato,Zomato online order 869,530.72,2025-02-04T13:40:14.536751,Food
Shell,Shell.com purchase,3100.48,2025-02-02T00:51:03.536751,Fuel
Zomato,Zomato.com purchase,3335.66,2025-02-07T16:49:19.536751,Food
Netflix,Netflix POS 147,1267.23,2025-02-24T15:43:34.536751,Entertainment
Dominos,Dominos POS 330,1049.13,2025-01-07T08:53:24.536751,Food
Walmart,Walmart PAYMENT,2136.28,2025-03-10T15:34:07.536751,Groceries
Flipkart,Flipkart POS 477,4608.94,2025-08-30T19:12:53.536751,Shopping
Zomato,Zomato PAYMENT,3222.0,2025-09-29T23:28:27.536751,Food
HP Petrol,HP Petrol online order 250,3302.98,2025-10-23T02:29:12.536751,Fuel
Zomato,Zomato online order 549,4880.79,2025-05-12T23:46:03.536751,Food
HP Petrol,HP Petrol online order 745,571.81,2025-01-15T20:00:10.536751,Fuel
BigBasket,BigBasket.com purchase,1122.76,2025-02-21T05:15:43.536751,Groceries
Swiggy,Swiggy Food delivery,2295.61,2025-02-10T06:37:29.536751,Food
Flipkart,Flipkart PAYMENT,37.05,2025-09-19T18:12:13.536751,Shopping
Walmart,Walmart POS 200,2270.9,2025-10-30T01:32:11.536751,Groceries
Walmart,Walmart PAYMENT,1936.29,2025-09-10T04:18:57.536751,Groceries
Paytm Mall,Paytm Mall Online shopping,4699.5,2025-08-07T05:26:53.536751,Shopping
Starbucks,Starbucks.com purchase,4232.41,2025-02-03T18:45:27.536751,Food
Flipkart,Flipkart.com purchase,2226.16,2025-07-06T13:50:01.536751,Shopping
Zomato,Zomato online order 561,1469.22,2024-12-03T08:03:54.536751,Food
Walmart,Walmart.com purchase,1828.44,2024-12-06T00:01:24.536751,Groceries
Swiggy,Swiggy.com purchase,2176.38,2025-02-12T05:44:55.536751,Food
Flipkart,Flipkart online order 492,3642.88,2025-02-10T09:32:41.536751,Shopping
Swiggy,Swiggy PAYMENT,1349.51,2025-08-24T13:46:58.536751,Food
HP Petrol,HP Petrol.com purchase,1749.72,2025-07-05T17:08:54.536751,Fuel
Dominos,Dominos.com purchase,3035.3,2024-12-16T15:22:24.536751,Food
Shell,Shell - Fuel station Store #3152,259.03,2025-01-30T16:25:33.536751,Fuel
HP Petrol,HP Petrol - Fuel station Store #5791,1240.77,2025-06-04T03:58:30.536751,Fuel
Netflix,Netflix.com purchase,3993.34,2025-07-27T20:20:49.536751,Entertainment
Shell,Shell POS 294,2342.57,2025-06-06T00:34:54.536751,Fuel
Swiggy,Swiggy PAYMENT,3919.58,2025-10-15T04:36:16.536751,Food
Paytm Mall,Paytm Mall PAYMENT,1806.15,2025-01-26T02:46:03.536751,Shopping
Netflix,Netflix Streaming subscription,45.81,2025-08-26T06:26:16.536751,Entertainment
Paytm Mall,Paytm Mall PAYMENT,316.49,2025-02-01T08:44:43.536751,Shopping
Dominos,Dominos.com purchase,3428.36,2025-04-03T14:58:56.536751,Food
Zomato,Zomato online order 363,2361.08,2024-12-17T19:18:43.536751,Food
Starbucks,Starbucks.com purchase,2265.07,2025-05-08T03:08:48.536751,Food
Uber,Uber - Cab ride Store #9908,3771.95,2025-07-03T01:20:31.536751,Travel
Paytm Mall,Paytm Mall.com purchase,3391.62,2025-08-22T01:34:58.536751,Shopping
Netflix,Netflix PAYMENT,1581.06,2025-01-04T07:19:45.536751,Entertainment
Uber,Uber Cab ride,3739.25,2025-02-16T00:00:20.536751,Travel
Netflix,Netflix online order 646,636.35,2025-05-04T03:41:05.536751,Entertainment
Walmart,Walmart - Grocery store Store #2897,4111.5,2025-05-05T14:44:04.536751,Groceries
Flipkart,Flipkart PAYMENT,1160.65,2025-09-16T01:23:09.536751,Shopping
Uber,Uber Cab ride,2964.65,2025-11-12T10:55:10.536751,Travel
Paytm Mall,Paytm Mall online order 998,731.71,2025-01-14T10:20:04.536751,Shopping
Zomato,Zomato PAYMENT,618.99,2025-01-18T22:01:26.536751,Food
Netflix,Netflix.com purchase,3026.01,2025-08-16T16:56:54.536751,Entertainment
Netflix,Netflix POS 550,748.38,2025-05-19T03:05:35.536751,Entertainment
Zomato,Zomato PAYMENT,305.99,2025-07-22T10:54:59.536751,Food
Paytm Mall,Paytm Mall.com purchase,1420.17,2025-05-28T06:28:51.536751,Shopping
Flipkart,Flipkart PAYMENT,4054.9,2025-10-21T23:18:59.536751,Shopping
Starbucks,Starbucks - Coffee and snacks Store #1042,1704.28,2025-04-10T02:23:32.536751,Food
Dominos,Dominos.com purchase,10.68,2025-05-11T01:54:40.536751,Food
Flipkart,Flipkart - Online shopping Store #4636,2611.04,2025-01-11T13:33:25.536751,Shopping
Netflix,Netflix POS 984,2190.06,2025-10-02T02:04:21.536751,Entertainment
HP Petrol,HP Petrol POS 681,469.14,2025-08-26T05:51:06.536751,Fuel
BigBasket,BigBasket online order 663,2009.0,2025-06-05T00:51:51.536751,Groceries
Netflix,Netflix POS 556,1890.36,2025-08-07T08:16:04.536751,Entertainment
Uber,Uber - Cab ride Store #7044,765.6,2025-02-09T21:18:25.536751,Travel
Zomato,Zomato online order 763,2145.38,2025-04-28T19:43:04.536751,Food
HP Petrol,HP Petrol PAYMENT,3460.82,2024-12-13T13:53:21.536751,Fuel
Starbucks,Starbucks online order 960,3357.82,2024-12-06T05:03:40.536751,Food
Walmart,Walmart PAYMENT,4717.99,2025-01-27T14:26:57.536751,Groceries
Paytm Mall,Paytm Mall POS 683,22.81,2025-05-24T21:01:40.536751,Shopping
Paytm Mall,Paytm Mall - Online shopping Store #2094,604.01,2024-12-16T19:55:07.536751,Shopping
Flipkart,Flipkart POS 246,4296.97,2025-02-15T15:01:03.536751,Shopping
Starbucks,Starbucks POS 890,1286.54,2025-10-22T01:47:31.536751,Food
Amazon,Amazon - Online shopping Store #9630,4932.5,2025-07-09T21:05:07.536751,Shopping
Netflix,Netflix.com purchase,4458.46,2025-11-06T07:07:20.536751,Entertainment
Shell,Shell online order 536,1632.95,2025-04-25T08:27:15.536751,Fuel
Uber,Uber online order 988,1776.11,2024-12-19T09:01:54.536751,Travel
Swiggy,Swiggy - Food delivery Store #700,4168.84,2025-09-17T01:58:55.536751,Food
Netflix,Netflix POS 828,58.84,2025-07-25T05:54:47.536751,Entertainment
HP Petrol,HP Petrol Fuel station,951.36,2025-02-14T04:46:03.536751,Fuel
Netflix,Netflix online order 799,1600.92,2025-10-14T13:56:14.536751,Entertainment
Swiggy,Swiggy - Food delivery Store #7892,1821.85,2025-11-07T15:08:24.536751,Food
Paytm Mall,Paytm Mall online order 362,4498.1,2025-05-30T17:22:59.536751,Shopping
Zomato,Zomato online order 954,3007.43,2025-03-04T05:05:34.536751,Food
Netflix,Netflix.com purchase,4310.59,2025-05-28T02:11:22.536751,Entertainment
Flipkart,Flipkart PAYMENT,1744.97,2025-08-01T12:59:00.536751,Shopping
HP Petrol,HP Petrol.com purchase,3611.45,2025-10-05T11:41:43.536751,Fuel
Dominos,Dominos - Pizza restaurant Store #5561,4918.14,2024-12-04T10:10:32.536751,Food
BigBasket,BigBasket online order 365,3907.25,2024-12-09T15:58:33.536751,Groceries
BigBasket,BigBasket Grocery order,1576.24,2025-04-23T20:58:07.536751,Groceries
Amazon,Amazon.com purchase,1341.41,2024-12-26T08:19:03.536751,Shopping
Swiggy,Swiggy POS 455,878.08,2025-01-12T09:44:21.536751,Food
Netflix,Netflix Streaming subscription,610.41,2025-03-28T18:08:56.536751,Entertainment
Paytm Mall,Paytm Mall POS 908,3888.86,2024-12-21T23:41:45.536751,Shopping
Netflix,Netflix POS 865,1336.15,2025-10-23T00:27:17.536751,Entertainment
BigBasket,BigBasket - Grocery order Store #362,175.2,2025-06-27T01:23:49.536751,Groceries
Swiggy,Swiggy Food delivery,4746.87,2025-01-23T15:12:24.536751,Food
Flipkart,Flipkart Online shopping,4951.26,2024-11-30T21:24:46.536751,Shopping
Zomato,Zomato POS 597,4700.6,2025-07-31T20:21:45.536751,Food
Swiggy,Swiggy - Food delivery Store #7597,2040.15,2025-04-19T02:24:58.536751,Food
Swiggy,Swiggy Food delivery,2599.81,2025-09-15T23:40:23.536751,Food
Starbucks,Starbucks Coffee and snacks,3970.34,2025-08-21T12:56:23.536751,Food
Dominos,Dominos - Pizza restaurant Store #2042,3843.77,2025-03-25T08:25:21.536751,Food
Walmart,Walmart - Grocery store Store #9868,4388.58,2025-05-06T02:27:00.536751,Groceries
Starbucks,Starbucks - Coffee and snacks Store #646,2537.92,2025-01-26T11:13:41.536751,Food
BigBasket,BigBasket - Grocery order Store #8844,318.23,2025-10-22T16:24:09.536751,Groceries
HP Petrol,HP Petrol POS 259,1512.46,2025-07-01T01:07:31.536751,Fuel
HP Petrol,HP Petrol PAYMENT,4660.73,2025-01-17T19:12:19.536751,Fuel
HP Petrol,HP Petrol - Fuel station Store #3270,267.55,2025-10-19T13:36:30.536751,Fuel
Dominos,Dominos Pizza restaurant,4972.68,2025-06-17T14:13:13.536751,Food
Starbucks,Starbucks Coffee and snacks,353.43,2024-12-15T23:35:05.536751,Food
Walmart,Walmart Grocery store,2710.31,2025-09-27T09:03:18.536751,Groceries
Amazon,Amazon POS 870,3125.89,2024-12-25T12:43:27.536751,Shopping
Dominos,Dominos - Pizza restaurant Store #2050,4824.87,2025-09-20T16:11:42.536751,Food
Netflix,Netflix - Streaming subscription Store #5057,2454.03,2025-01-04T23:46:32.536751,Entertainment
Amazon,Amazon POS 223,2482.96,2025-04-18T23:12:37.536751,Shopping
Paytm Mall,Paytm Mall POS 362,1546.72,2025-10-27T02:46:50.536751,Shopping
Paytm Mall,Paytm Mall.com purchase,1329.92,2025-08-23T13:49:58.536751,Shopping
HP Petrol,HP Petrol online order 949,4429.05,2025-07-04T06:46:27.536751,Fuel
Amazon,Amazon PAYMENT,4016.27,2025-09-11T11:47:52.536751,Shopping
Shell,Shell PAYMENT,3337.85,2025-06-09T14:37:32.536751,Fuel
HP Petrol,HP Petrol online order 202,2979.77,2025-08-14T07:22:51.536751,Fuel
Paytm Mall,Paytm Mall online order 828,4110.72,2025-08-07T14:51:30.536751,Shopping
BigBasket,BigBasket online order 163,4465.64,2025-06-05T15:04:47.536751,Groceries
HP Petrol,HP Petrol.com purchase,3608.0,2025-04-17T08:04:01.536751,Fuel
HP Petrol,HP Petrol.com purchase,4707.38,2025-05-17T08:46:45.536751,Fuel
Uber,Uber PAYMENT,2200.08,2025-09-28T21:00:30.536751,Travel
Paytm Mall,Paytm Mall Online shopping,3090.89,2025-08-31T13:02:20.536751,Shopping
Paytm Mall,Paytm Mall.com purchase,3700.79,2025-06-27T01:13:43.536751,Shopping
Amazon,Amazon PAYMENT,3411.12,2025-02-25T14:47:20.536751,Shopping
Zomato,Zomato - Food delivery Store #6822,4452.16,2025-06-26T05:47:43.536751,Food
Uber,Uber.com purchase,409.19,2025-06-05T16:19:40.536751,Travel
Swiggy,Swiggy.com purchase,2184.97,2025-03-17T18:13:04.536751,Food
Dominos,Dominos POS 655,4671.85,2025-06-02T14:41:42.536751,Food
Walmart,Walmart PAYMENT,727.47,2025-01-28T08:03:12.536751,Groceries
Uber,Uber.com purchase,3423.54,2025-03-03T16:51:35.536751,Travel
Amazon,Amazon POS 906,3004.4,2025-08-10T12:50:34.536751,Shopping
Paytm Mall,Paytm Mall Online shopping,3379.75,2024-12-23T16:46:27.536751,Shopping
Uber,Uber PAYMENT,524.33,2025-06-16T03:06:45.536751,Travel
Dominos,Dominos.com purchase,1234.11,2025-01-14T23:15:21.536751,Food
Uber,Uber POS 428,2476.7,2025-10-01T03:59:37.536751,Travel
BigBasket,BigBasket PAYMENT,929.54,2025-10-21T21:45:09.536751,Groceries
Walmart,Walmart - Grocery store Store #1062,3014.5,2025-05-25T21:22:41.536751,Groceries
Uber,Uber online order 332,3894.27,2025-09-20T16:13:01.536751,Travel
BigBasket,BigBasket PAYMENT,3573.63,2024-11-28T13:35:36.536751,Groceries
Swiggy,Swiggy online order 508,739.55,2025-04-19T20:48:30.536751,Food
Walmart,Walmart - Grocery store Store #1909,1522.03,2025-01-17T04:46:45.536751,Groceries
Swiggy,Swiggy POS 913,1147.41,2025-09-21T22:12:27.536751,Food
Shell,Shell - Fuel station Store #8599,4182.46,2025-01-03T20:49:52.536751,Fuel
Starbucks,Starbucks Coffee and snacks,2598.98,2025-08-15T12:28:13.536751,Food
BigBasket,BigBasket POS 263,3904.33,2025-06-07T11:24:09.536751,Groceries
Flipkart,Flipkart online order 10,1463.76,2025-11-17T04:00:18.536751,Shopping
Paytm Mall,Paytm Mall POS 252,2639.44,2025-01-31T14:37:40.536751,Shopping
Uber,Uber POS 675,4730.1,2024-12-04T06:16:08.536751,Travel
Walmart,Walmart online order 120,4879.01,2025-10-12T17:01:00.536751,Groceries
Shell,Shell.com purchase,2861.56,2025-08-27T10:29:55.536751,Fuel
Starbucks,Starbucks Coffee and snacks,4307.28,2025-07-07T20:58:26.536751,Food
BigBasket,BigBasket online order 96,3021.32,2025-02-07T15:15:21.536751,Groceries
Zomato,Zomato POS 751,1253.52,2025-10-16T09:11:11.536751,Food
Netflix,Netflix online order 176,1576.58,2025-10-03T11:37:02.536751,Entertainment
Amazon,Amazon online order 487,396.69,2025-05-26T00:47:45.536751,Shopping
Dominos,Dominos.com purchase,809.39,2024-12-04T06:54:19.536751,Food
Starbucks,Starbucks - Coffee and snacks Store #188,902.62,2025-04-24T19:36:56.536751,Food
Walmart,Walmart Grocery store,4350.89,2025-07-16T07:45:42.536751,Groceries
Uber,Uber Cab ride,4534.04,2025-04-22T07:50:38.536751,Travel
Netflix,Netflix.com purchase,3926.96,2025-07-12T10:41:47.536751,Entertainment
Swiggy,Swiggy - Food delivery Store #4602,1255.52,2025-04-11T11:41:59.536751,Food
Starbucks,Starbucks POS 284,1575.34,2025-09-24T06:28:42.536751,Food
BigBasket,BigBasket.com purchase,863.61,2025-06-11T07:51:13.536751,Groceries
Uber,Uber - Cab ride Store #56,3954.66,2025-04-02T00:10:30.536751,Travel
Flipkart,Flipkart Online shopping,3680.76,2025-05-07T19:20:16.536751,Shopping
Swiggy,Swiggy - Food delivery Store #9903,3658.47,2025-07-03T10:20:10.536751,Food
Netflix,Netflix online order 212,209.76,2025-06-01T06:59:07.536751,Entertainment
Amazon,Amazon PAYMENT,959.58,2025-07-28T23:34:39.536751,Shopping
Uber,Uber POS 264,673.56,2024-11-28T19:26:21.536751,Travel
Swiggy,Swiggy PAYMENT,4684.05,2025-02-14T02:07:04.536751,Food
Walmart,Walmart POS 801,245.77,2025-03-27T09:21:14.536751,Groceries
Dominos,Dominos online order 229,4865.35,2025-01-27T13:55:13.536751,Food
Starbucks,Starbucks POS 462,4778.65,2025-01-30T10:49:07.536751,Food
Flipkart,Flipkart - Online shopping Store #5619,4939.25,2025-10-17T04:45:35.536751,Shopping
Walmart,Walmart.com purchase,1759.57,2025-01-05T14:19:14.536751,Groceries
Zomato,Zomato.com purchase,4514.24,2025-08-28T16:27:01.536751,Food
Amazon,Amazon.com purchase,2206.31,2025-11-10T06:02:54.536751,Shopping
Walmart,Walmart.com purchase,3966.12,2025-10-12T04:42:37.536751,Groceries
Amazon,Amazon PAYMENT,3882.72,2025-05-03T12:38:29.536751,Shopping
Walmart,Walmart PAYMENT,4525.4,2025-09-25T12:14:25.536751,Groceries
Paytm Mall,Paytm Mall - Online shopping Store #5330,2535.21,2025-08-22T01:54:36.536751,Shopping
Walmart,Walmart Grocery store,145.8,2025-04-09T11:21:10.536751,Groceries
BigBasket,BigBasket Grocery order,4681.07,2025-05-26T02:16:19.536751,Groceries
Zomato,Zomato online order 937,1137.65,2025-07-16T09:41:58.536751,Food
Paytm Mall,Paytm Mall PAYMENT,4882.71,2025-05-13T00:43:43.536751,Shopping
Flipkart,Flipkart online order 828,328.5,2025-06-12T00:14:38.536751,Shopping
Starbucks,Starbucks - Coffee and snacks Store #154,4790.36,2025-07-27T13:16:23.536751,Food
Netflix,Netflix - Streaming subscription Store #3071,645.95,2025-07-08T21:40:10.536751,Entertainment
Swiggy,Swiggy online order 490,1100.02,2025-04-03T13:56:24.536751,Food
Paytm Mall,Paytm Mall.com purchase,597.18,2025-06-06T11:09:43.536751,Shopping
Dominos,Dominos - Pizza restaurant Store #7713,554.19,2025-10-01T07:42:54.536751,Food
Amazon,Amazon Online shopping,3910.82,2025-05-16T13:30:37.536751,Shopping
Zomato,Zomato - Food delivery Store #5751,418.68,2025-05-01T02:19:40.536751,Food
